Occurrence Number,Date,Registration,Classification,Type,Location,State,Aerodrome,Operation,Status,Link,History
79882,2021-02-10,PTUPY,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,MANDAGUAÇU,PR,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79882,"A aeronave decolou da Área de Pouso para Uso Aeroagrícola Fazenda Santa Izaura, município de Mandaguaçu, PR, por volta das 13h40min (UTC), a fim de realizar voo local de pulverização, com um tripulante a bordo.Após a decolagem, ao iniciar a redução de potência, o piloto percebeu uma variação nos parâmetros do motor e retornou para pouso. Na sequência houve o apagamento do motor e a aeronave realizou um pouso forçado na lavoura.A aeronave teve danos leves.O tripulante saiu ileso."
79875,2021-02-08,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79875,"A aeronave decolou por volta das 18h17min (UTC) do aeródromo Jorge Luiz Stocco (SJOY), município de Palmeira, PR, com destino ao aeródromo Afonso Pena (SBCT), município de São José dos Pinhais, PR,  para realizar um voo privado com um tripulante e um passageiro a bordo. Durante o pouso na pista 15 de SBCT, por volta das 19h50min (UTC), ao aplicar os freios ocorreu o travamento da roda esquerda. Ao livrar a pista na taxiway C, o piloto sentiu um pouco de dificuldade em taxiar e notou que o pneu esquerdo estava vazio. Foi avisado a Torre de Controle e solicitado apoio para rebocar a aeronave até a área dos hangares. A aeronave teve danos leves .O tripulante e o passageiro saíram ilesos."
79871,2021-02-08,****,INCIDENTE,OPERAÇÃO A BAIXA ALTITUDE,SÃO GABRIEL,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79871,"A aeronave decolou aproximadamente às 11h00min (UTC) do Aeródromo de São Gabriel (SSSG),  município de São Gabriel, RS,  a fim de realizar pulverização em lavoura com um piloto a bordo.Durante a aplicação, a aeronave colidiu contra um cabo de energia elétrica de alta tensão, retornando para pouso em SSSG.A aeronave teve danos leves.O tripulante saiu ileso."
79879,2021-02-07,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUARULHOS,SP,SBGR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79879,"A AERONAVE DECOLOU DO AERÓDROMO EDUARDO GOMES (SBEG), MANAUS, AM, COM DESTINO AO AERÓDROMO GUARULHOS-GOVERNADOR ANDRÉ FRANCO MONTORO (SBGR), SÃO PAULO, SP, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM ONZE TRIPULANTES E NOVENTA E QUATRO PASSAGEIROS A BORDO.DURANTE O VOO DE CRUZEIRO, FOI OBSERVADA INDICAÇÃO DE BAIXA PRESSÃO NO PNEU #4 DO TREM DE POUSO DIREITO. DURANTE O POUSO, NO AERÓDROMO DE DESTINO, OCORREU ESTOURO DO PNEU #4. A AERONAVE PROSSEGUIU O TÁXI POR MEIOS PRÓPRIOS.A AERONAVE TEVE DANOS LEVES.OS ONZE TRIPULANTES E OS NOVENTA E QUATRO PASSAGEIROS SAÍRAM ILESOS."
79872,2021-02-06,****,INCIDENTE,COLISÃO NO SOLO,ALEGRETE,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79872,"A aeronave decolou da Área de Pouso para Uso Aeroagrícola Santo Antônio, Alegrete, RS, por volta das 16h00min (UTC), a fim de realizar voo de pulverização de lavoura, com um tripulante a bordo.Durante a corrida de decolagem, o piloto percebeu que estava sem sinal de GPS e realizou um táxi sobre a pista de decolagem para verificar a possibilidade de retorno do sinal. Ao sair da pista, durante uma curva, houve a colisão contra a carroceria de um caminhão de suporte de água. Foi realizada a verificação dos danos e, na sequência, a aeronave decolou para a pulverização. Ao término do voo, foi realizado o translado para a oficina de manutenção da empresa.A aeronave teve danos leves.O piloto saiu ileso."
79870,2021-02-06,PTWVZ,ACIDENTE,EXCURSÃO DE PISTA,FORTALEZA DOS VALOS,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79870,"A aeronave decolaria da Área de Pouso para Uso Aeroagrícola Fazenda José Mezza, município de Fortaleza dos Valos, RS, por volta das 19h45min (UTC), a fim de realizar voo local de pulverização, com um tripulante a bordo.Durante a corrida de decolagem a aeronave não conseguiu atingir a velocidade de rotação, vindo a sair da pista pela cabeceira oposta. Houve a colisão da asa direita contra o solo, onde a aeronave capotou e pegou fogo.A aeronave ficou destruída.O tripulante sofreu lesões leves."
79867,2021-02-06,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,NAVEGANTES,SC,SBNF,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79867,"A aeronave decolaria do Aeródromo Ministro Victor Konder (SBNF), Navegantes, SC, com destino ao Aeródromo Bacacheri (SBBI), Curitiba, PR, a fim de realizar voo privado, com um piloto e dois passageiros a bordo. Durante o táxi, o piloto percebeu o pneu do trem de pouso principal esquerdo furado.  Foi efetuado o corte do motor e solicitado apoio de reboque da aeronave para o hangar.A aeronave teve danos leves, restritos ao pneu.O piloto e os passageiros saíram ilesos."
80072,2021-02-05,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,LUZIÂNIA,GO,SJGL,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/80072,"A aeronave decolou do Aeródromo Comandante Zequinha / Grande Lake (SJGL), Luziânia, GO, com destino ao aeródromo de Anápolis (SWNS), GO, por volta das 14h00min (UTC) com um piloto e quatro passageiros a bordo.Durante a subida para o nível de cruzeiro, o piloto reportou perda de potência no motor direito e observou vazamento de óleo com consequente perda de pressão. Por precaução, o piloto resolveu retornar ao local de partida com a potência do motor direito reduzido.O pouso ocorreu sem problemas e o piloto efetuou o corte do motor direito após o pouso. Os danos da aeronave se limitaram ao motor direito. O piloto e os quatro passageiros saíram ilesos."
79881,2021-02-05,PPMBM,INCIDENTE GRAVE,CONTATO ANORMAL COM A PISTA,CABO FRIO,RJ,SBCB,POLICIAL,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79881,"A aeronave decolou de uma Área de Pouso Eventual (ZZZZ), em Arraial do Cabo, Rio de Janeiro, RJ, com destino ao Heliporto Lagoa (SDHL), Rio de Janeiro, RJ, a fim de regressar para a Base do Corpo de Bombeiros, com dois pilotos a bordo. Durante o voo de cruzeiro, em virtude das más condições meteorológicas, a tripulação decidiu por alternar o pouso no aeródromo Cabo Frio (SBCB), Cabo Frio, RJ. Ao efetuar o pouso, a aeronave tocou o solo por três vezes e guinou para a esquerda, obrigando a tripulação a efetuar um pouso brusco a fim de cessar a guinada e evitar o acidente. A aeronave teve danos leves. Os dois tripulantes saíram ilesos."
79878,2021-02-05,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FLORIANÓPOLIS,SC,SBFL,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79878,"A AERONAVE DECOLOU DO AERÓDROMO GUARULHOS-GOVERNADOR ANDRÉ FRANCO MONTORO (SBGR), SÃO PAULO, SP, COM DESTINO AO AERÓDROMO SALGADO FILHO (SBPA), PORTO ALEGRE, RS, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM TRÊS TRIPULANTES A BORDO.APÓS A DECOLAGEM, A TRIPULAÇÃO IDENTIFICOU QUE A ALTITUDE DE CABINE ESTAVA SUBINDO QUASE AO MESMO TEMPO QUE A ALTITUDE DA AERONAVE, O QUE INDICAVA UMA PANE DE PRESSURIZAÇÃO. A TRIPULAÇÃO DECIDIU POR ALTERNAR O VOO PARA O AERÓDROMO HERCÍLIO LUZ (SBFL), FLORIANÓPOLIS, SC.O POUSO FOI REALIZADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.OS TRÊS TRIPULANTES SAÍRAM ILESOS."
79876,2021-02-04,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,BRASÍLIA,DF,SBBR,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79876,"A AERONAVE DECOLOU DO AERÓDROMO PRESIDENTE JUSCELINO KUBITSCHEK (SBBR), BRASÍLIA, DF, COM DESTINO AO AERÓDROMO EURICO DE AGUIAR SALLES (SBVT), VITÓRIA, ES, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM SEIS TRIPULANTES E CENTO E DEZOITO PASSAGEIROS A BORDO.APÓS A DECOLAGEM, A TRIPULAÇÃO RECEBEU MENSAGEM 'ECAM CAB PR SYS 1+2 FAULT'. FOI UTILIZADO O COMANDO MANUAL DE PRESSURIZAÇÃO PARA ESTABILIZÁ-LA E NÃO HOUVE NECESSIDADE DA UTILIZAÇÃO DAS MÁSCARAS DE OXIGÊNIO TANTO PARA TRIPULANTES E/OU PASSAGEIROS. A TRIPULAÇÃO DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM.O POUSO FOI REALIZADO NORMALMENTE.A AERONAVE NÃO TEVE DANOS.OS SEIS TRIPULANTES E OS CENTO E DEZOITO PASSAGEIROS SAÍRAM ILESOS."
79863,2021-02-04,PSEBI,ACIDENTE,"EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO",BARREIRAS,BA,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79863,"A aeronave decolou do Aeródromo Fazenda Vitória (SITH), Luís Eduardo Magalhães, BA, com destino à Área de pouso para uso aeroagrícola da Fazenda Chapadão (ZZZZ), Barreiras, BA, por volta das 13h05min (UTC), a fim de realizar um voo privado, com um piloto e um passageiro a bordo. Durante a corrida após o pouso, ao tentar desviar de uma poça de lama, a asa esquerda colidiu contra uma plantação de milho, ocorrendo a perda de controle da aeronave. Após uma guinada de aproximadamente 90º à esquerda, a aeronave parou com a parte frontal no milharal. A aeronave teve danos substânciais. Todos a bordo saíram ilesos."
79864,2021-02-03,PTKVW,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,IRACEMA,RR,FAER,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79864,
79880,2021-02-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79880,"A aeronave decolou do Aeródromo  Leite Lopes (SBRP), Ribeirão Preto, SP, com destino ao Aeródromo Viracopos (SBKP), Campinas, SP, a fim de realizar transporte aéreo público regular, com quatro tripulantes e sessenta e seis passageiros a bordo.Durante a espera para pouso, a tripulação percebeu um cheiro de queimado seguido da mensagem “ AUDIO SEL CAPT”. A tripulação efetuou os procedimentos previstos no QRH e decidiu declarar emergência para pouso devido ao grande trafego de aeronaves. A aeronave pousou sem intercorrências. A aeronave não teve danos.Todos a bordo saíram ilesos."
79877,2021-02-02,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RIBEIRÃO PRETO,SP,SBRP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79877,"A AERONAVE DECOLOU DO AERÓDROMO LEITE LOPES (SBRP), RIBEIRÃO PRETO, SP, COM DESTINO AO AERÓDROMO TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO (SBUL), UBERLÂNDIA, MG, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM QUATRO TRIPULANTES E TRINTA E UM PASSAGEIROS A BORDO.APÓS A DECOLAGEM OCORREU UMA TRINCA NO PARA-BRISA. A TRIPULAÇÃO DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM.O POUSO FOI REALIZADO SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.OS QUATRO TRIPULANTES E OS TRINTA E UM PASSAGEIROS SAÍRAM ILESOS."
79860,2021-02-02,PTUGV,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,MOSSÂMEDES,GO,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79860,
79858,2021-02-02,PTWEE,ACIDENTE,"COLISÃO COM FAUNA, EXCURSÃO DE PISTA",SÃO FÉLIX DO XINGU,PA,NIID,TÁXI AÉREO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79858,"A aeronave decolou do Aeródromo de Ourilândia do Norte (SDOW), PA, com destino ao Aeródromo Pista Aldeia Kokraymoro (SIXI), São Félix do Xingu, PA, a fim de realizar transporte de passageiros, com um piloto e quatro passageiros a bordo. Durante a corrida após o pouso, a roda do trem de pouso principal direito colidiu contra fauna (porco) que estava na pista. A aeronave percorreu cerca de 300 metros até o desprendimento do trem de pouso principal direito, vindo a sair pela lateral esquerda da pista. A aeronave teve danos substanciais. O piloto e os passageiros saíram ilesos."
79857,2021-02-02,PTBXV,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SÃO FÉLIX DO XINGU,PA,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79857,"A aeronave decolou de uma área não registrada, localizada no município de São Felix do Xingu, PA, com destino ao Aeródromo de São Félix do Xingu (SNFX),PA, por volta das 12h15min (UTC), a fim de realizar um voo de translado, com um piloto a bordo. A aeronave foi encontrada acidentada na região do Rio Iriri. A aeronave teve danos substanciais. O piloto sofreu lesões fatais."
79859,2021-02-01,PRSTO,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,VIAMÃO,RS,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79859,"A aeronave decolou da Área de Pouso para Uso Aeroagrícola Claudemir, município de Viamão, RS, por volta das 09h20min (UTC), a fim de realizar voo local de pulverização, com um tripulante a bordo. Após a decolagem, a aeronave perdeu potência e colidiu o trem de pouso contra uma cerca. Na sequência colidiu a asa esquerda contra uma vala. A aeronave teve danos substanciais. O tripulante saiu ileso."
79869,2021-01-31,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MONTES CLAROS,MG,SBMK,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79869,"A aeronave decolou do Aeródromo Mario Ribeiro (SBMK), Montes Claros, MG, com destino ao Aeródromo Porto Seguro (SBPS), Porto Seguro, BA, a fim de realiuzar transporte aéreo público regular, com quatro tripulantes e quarenta e um passageiros a bordo.Durante a fase de subida, a aeronave apresentou a indicação “ ENG #2 GEN FAULT X SEVERAL”. A tripulação efetuou os procedimentos previstos no QRH e decidiu retornar para SBMK, sem declarar emergência. A aeronave pousou sem intercorrências.Não houve dano à aeronave.Todos a bordo saíram ilesos."
79854,2021-01-31,PTWUU,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO FÉLIX DO XINGU,PA,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79854,
79868,2021-01-30,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79868,"A aeronave decolou do Aeródromo Viracopos (SBKP), Campinas, SP, com destino ao Aeródromo Maestro Marinho Franco (SBRD), Rondonópolis, MT, a fim de realizar transporte aéreo público regular, com quatro tripulantes e quarenta e três passageiros a bordo.Durante a fase de subida, a aeronave apresentou falha no sistema “smoke”. A tripulação efetuou os procedimentos previstos no QRH e decidiu retornar para SBKP, sem declarar emergência. O pouso foi efetuado sem intercorrências.A aeronave teve danos leves.Todos a bordo saíram ilesos."
79851,2021-01-29,PPZVI,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,BRASÍLIA,DF,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79851,"A aeronave decolou do Aeródromo Brasília (SIQE), Brasília, por volta das 12h (UTC), com um piloto a bordo, a fim de realizar voo local privado. Aproximadamente quinze minutos após a decolagem, ao sobrevoar a região administrativa de Sobradinho, DF, houve a falha do motor da aeronave. Foi realizado um pouso de emergência em um descampado. A aeronave teve danos leves. O piloto sofreu lesões leves."
79866,2021-01-28,PTIRJ,ACIDENTE,COMBUSTÍVEL,ALMEIRIM,PA,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79866,"A aeronave decolou do Aeródromo de Alenquer (SDWQ), Alenquer, PA, por volta das 12h19min (UTC), com destino a área não registrada denominada Garimpo Califórnia (13 de maio), com um piloto a bordo. A aeronave não efetuou o pouso no local de destino e foi considerada desaparecida após a suspensão das buscas. A condição do tripulante e da aeronave são desconhecidas."
79849,2021-01-28,PRMCA,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FRUTAL,MG,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79849,"A aeronave decolou da Área de Pouso para uso Aeroagrícola (APUA), localizada na Fazenda Ênio Rossi, município de Frutal, MG, por volta das 13h (UTC), a fim de realizar voo de aplicação de defensivo agrícola. Após a decolagem, a hélice desacoplou da aeronave. Foi realizado pouso forçado. A aeronave teve danos leves, restritos a hélice e pequenas avarias na carenagem.O piloto saiu ileso."
79852,2021-01-27,PTFIB,ACIDENTE,COMBUSTÍVEL,SERRA AZUL,SP,FAER,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79852,"A aeronave decolou do Aeródromo Leite Lopes (SBRP), Ribeirão Preto, SP, a fim de realizar um voo local de reconhecimento da área, com um tripulante à bordo. Durante o voo, a aeronave apresentou perda de performance do motor. Foi efetuado um pouso forçado em área cultivada. A aeronave teve danos substanciais. O piloto sofreu lesões leves."
79843,2021-01-26,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,VITÓRIA,ES,SBVT,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79843,"A aeronave decolou de Juiz de Fora (MG) com destino a Vitória (ES), durante o pouso houve o um furo no pneu. A aeronave ficou na pista até as 17:02 UTC.A aeronave não sofreu danos.O tripulante saiu ileso."
79848,2021-01-25,PTUUB,INCIDENTE GRAVE,"EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO",SORRISO,MT,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79848,"A aeronave decolou da Área para uso aeroagrícola (APUA), localizada na Fazenda Poranga, Sorriso, MT, por volta das 12h00min (UTC), a fim de realizar aplicação de defensivos agrícolas em plantação de soja, com um piloto à bordo.Segundo o relato do piloto, durante a corrida de decolagem, a aeronave tomou uma rajada de vento lateral, consequentemente vindo a perder o controle no solo e saindo pela lateral esquerda da pista. A aeronave teve danos leves e o piloto apresentou lesões leves."
79846,2021-01-25,PTOXQ,ACIDENTE,CONTATO ANORMAL COM A PISTA,FOZ DO IGUAÇU,PR,SSFE,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79846,"A aeronave decolou do Aeródromo Luiz Dalcanale Filho (SBTD), Toledo, PR, com destino ao Aeródromo Estância Hércules (SSFE), Foz do Iguaçu, PR, por volta das 14h30min (UTC), a fim de realizar voo privado, com um piloto e três passageiros a bordo. Ao chegar no destino, o piloto executou uma aproximação visual, perdeu sustentação na curta final e realizou um pouso brusco. Posteriormente o trem principal direito se desprendeu, a aeronave perdeu a reta e saiu da pista à direita. A aeronave teve danos substanciais. O tripulante e os três passageiros saíram ilesos."
79862,2021-01-24,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,BA,SBSV,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79862,"A aeronave decolou do Aeródromo de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeródromo de Porto Seguro (SBPS), Porto Seguro, BA, a fim de realizar transporte aéreo público regular, com cinco tripulantes e noventa e seis passageiros a bordo.Durante a descida para pouso, ocorreu a indicação de “EICAS SLAT FLAP LEVER DISAG”. A tripulação efetuou os procedimentos previstos no QRH e alternou para o Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA. Não houve declaração de emergência. O pouso foi realizado normalmente e sem intercorrências.Não houve danos à aeronave.Todos a bordo saíram ilesos."
79847,2021-01-24,PTEET,INCIDENTE GRAVE,CONTATO ANORMAL COM A PISTA,RESENDE,RJ,SDRS,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79847,"A aeronave decolou do Aeródromo Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao Aeródromo de Resende (SDRS), RJ, a fim de realizar um voo privado, com um piloto e cinco passageiros à bordo. O trem de pouso da aeronave não foi baixado para o pouso. As pontas das hélices tocaram a pista e a aeronave deslizou sobre a mesma até a sua parada total. A aeronave teve danos leves. Todos a bordo saíram ilesos."
79840,2021-01-24,PTLYG,ACIDENTE,PERDA DE CONTROLE EM VOO,PORTO NACIONAL,TO,FAER,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79840,"A aeronave decolou do Aeródromo Associação Tocantinense de Aviação (SWEJ), Porto Nacional, TO, com destino ao Aeródromo Santa Genoveva (SBGO), Goiânia, GO, por volta das 10h30min (UTC), a fim de realizar voo privado, com um piloto e cinco passageiros a bordo. Após a decolagem, segundo relatos de observadores, a aeronave manteve uma atitude de aproximadamente 90°, vindo posteriormente a perder sustentação e colidir contra o solo. A aeronave teve danos substanciais. Todos a bordo sofreram lesões fatais."
79835,2021-01-24,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,SBKP,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79835,"A AERONAVE DECOLOU DO AERÓDROMO SENADOR PETRÔNIO PORTELLA (SBTE), TERESINA, PI, COM DESTINO AO AERÓDROMO VIRACOPOS (SBKP), CAMPINAS, SP, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM CINCO TRIPULANTES E CENTO E TRINTA E UM PASSAGEIROS A BORDO.APÓS A DECOLAGEM OCORREU A INDICAÇÃO DE 'AVNX MAU 2A FAIL'. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTO PREVISTO NO QRH E DECIDIU POR PROSSEGUIR COM O VOO PARA O AERÓDROMO DE DESTINO. DEVIDO A INOPERÊNCIA DO NOSEWHEEL STEERING, FOI DECLARADA EMERGÊNCIA (PAN PAN PAN).O POUSO FOI REALIZADO NORMALMENTE E SEM INTERCORRÊNCIAS.A AERONAVE NÃO TEVE DANOS.OS CINCO TRIPULANTES E OS CENTO E TRINTA E UM PASSAGEIROS SAÍRAM ILESOS."
79845,2021-01-23,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,DIVINÓPOLIS,MG,SNDV,PRIVADA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79845,"A aeronave decolou do Aeródromo Brigadeiro Antônio Cabral (SNDV), Divinópolis, MG, a fim de realizar voo local, com um piloto e um passageiro a bordo.Ao efetuar o pouso o piloto percebeu que o pneu furou, vindo a danificar partes da roda esquerda.A aeronave teve danos leves.O piloto e o passageiro saíram ilesos."
79837,2021-01-23,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPINAS,SP,SBKP,INSTRUÇÃO,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79837,"A AERONAVE DECOLOU DO AERÓDROMO FAZENDA VALE ELDORADO-DR. JOSÉ DE AGUIAR LEME (SDVH), BRAGANÇA PAULISTA, SP, POR VOLTA DAS 14H30MIN (UTC), A FIM DE REALIZAR UM VOO LOCAL, COM DOIS TRIPULANTES A BORDO. DURANTE O VOO, A TRIPULAÇÃO OBSERVOU UMA ANORMALIDADE NO COMANDO DO PROFUNDOR. APÓS REALIZAREM CHEQUES NO COMANDO DE VOO, DECIDIU ALTERNAR O VOO PARA O AERÓDROMO VIRACOPOS (SBKP), CAMPINAS, SP. O POUSO FOI REALIZADO NORMALMENTE E SEM INTERCORRÊNCIAS. A AERONAVE NÃO TEVE DANOS.OS DOIS TRIPULANTES SAÍRAM ILESOS."
79833,2021-01-22,PTUTU,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,LEME,SP,FAER,AGRÍCOLA,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79833,"A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Amizade (ZZZZ), LEME, SP, por volta das 11h35min (UTC), a fim de realizar um voo de aplicação de defensivos agrícolas, com um piloto a bordo. Durante a aplicação dos defensivos, o piloto ouviu um estouro no motor, seguido de vibração excessiva, perda de potência, baixa pressão de óleo e alta temperatura. O piloto efetuou o pouso de emergência em um canavial. A aeronave teve danos substanciais e o tripulante saiu ileso."
79839,2021-01-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,CAMPO GRANDE,MS,SBCG,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79839,"A aeronave decolou do Aeródromo Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeródromo Jorge Chávez (SPJC), Lima, Peru, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e um passageiros a bordo.Durante a fase de cruzeiro a aeronave apresentou as mensagens FUEL L WING TK OVERFLOW e FUEL L TK PUMP LO PRESS. A tripulação efetuou os procedimentos previstos no QRH e decidiu alternar o voo para o Aeródromo de Campo Grande (SBCG), MS.A aeronave não teve danos. Todos a bordo saíram ilesos."
79836,2021-01-21,****,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,RECIFE,PE,SBRF,REGULAR,FINALIZADA,https://dedalo.sti.fab.mil.br/ocorrencia/79836,"A AERONAVE DECOLOU DO AERÓDROMO GUARARAPES-GILBERTO FREYRE (SBRF), RECIFE, PE, COM DESTINO AO AERÓDROMO SÃO GONÇALO DO AMARANTE-GOVERNADOR ALUÍZIO ALVES (SBSG), NATAL, RN, A FIM DE EFETUAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM QUATRO TRIPULANTES E QUARENTA E NOVE PASSAGEIROS A BORDO.DURANTE A SUBIDA HOUVE UMA FALHA NO SISTEMA DE AQUECIMENTO DO PARA-BRISAS E OCORREU QUE O MESMO TRINCOU. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTO NO QRH E DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM, SEM DECLARAR EMERGÊNCIA.O POUSO FOI REALIZADO NORMALMENTE E SEM INTERCORRÊNCIAS.A AERONAVE TEVE DANOS LEVES.OS QUATRO TRIPULANTES E OS QUARENTA E NOVE PASSAGEIROS SAÍRAM ILESOS."
